,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
42,dip-and-flip-brixton,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 51.4611259, 'longitude': -0.1114012}",,6002.167421815839,__v6-j15UfXI67CWHWZ02A,https://s3-media3.fl.yelpcdn.com/bphoto/qLelBYwZxjxGFvYeUvNuVQ/o.jpg,False,"{'address1': '64-68 Atlantic Road', 'address2': '', 'address3': None, 'city': 'Brixton', 'zip_code': 'SW9 8PY', 'country': 'GB', 'state': 'XGL', 'display_address': ['64-68 Atlantic Road', 'Brixton SW9 8PY', 'United Kingdom']}",Dip & Flip,,£,3.5,4,[],https://www.yelp.com/biz/dip-and-flip-brixton?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
43,byron-london-58,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.4560638717782, 'longitude': -0.192809341278055}",+44 20 8870 2200,7439.654489061294,7vYyzMwKVJCpFc-ThSDP0g,https://s3-media3.fl.yelpcdn.com/bphoto/tOe4aLKQiPHIQyvVVcWnIQ/o.jpg,False,"{'address1': '12 Garratt Lane', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'SW18', 'country': 'GB', 'state': 'XGL', 'display_address': ['12 Garratt Lane', 'London SW18', 'United Kingdom']}",Byron,+442088702200,,4.0,1,[],https://www.yelp.com/biz/byron-london-58?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
44,the-spice-of-life-london,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]","{'latitude': 51.513418975746, 'longitude': -0.12975025103142}",+44 20 7437 7013,434.30063585601334,VpxETFOgWI8hJk4wBmEElQ,https://s3-media2.fl.yelpcdn.com/bphoto/UpwwbceU8SyUDH5-tnTtmg/o.jpg,False,"{'address1': '6 Moor Street', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'W1D 5NA', 'country': 'GB', 'state': 'XGL', 'display_address': ['6 Moor Street', 'London W1D 5NA', 'United Kingdom']}",The Spice Of Life,+442074377013,££,4.0,45,[],https://www.yelp.com/biz/the-spice-of-life-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
45,cut-at-45-park-lane-london-2,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 51.5063934326172, 'longitude': -0.151611998677254}",+44 20 7493 4554,1295.0468885145897,7Xay1LP8sHOpRZzjfj6dEA,https://s3-media3.fl.yelpcdn.com/bphoto/FSTPfe4Hnhc_uC87L7Y8Pg/o.jpg,False,"{'address1': '45 Park Lane', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'W1K 1PN', 'country': 'GB', 'state': 'XGL', 'display_address': ['45 Park Lane', 'London W1K 1PN', 'United Kingdom']}",CUT at 45 Park Lane,+442074934554,££££,4.0,29,[],https://www.yelp.com/biz/cut-at-45-park-lane-london-2?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
46,byron-london-17,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.459310461814, 'longitude': -0.16623632046646}",+44 20 7978 5522,6310.218177333019,uQGeSM3yx6B7qVPtI4UlKw,https://s3-media4.fl.yelpcdn.com/bphoto/imJQRbGbC1M72nZrNQi9nQ/o.jpg,False,"{'address1': '53 Northcote Road', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'SW11 1NJ', 'country': 'GB', 'state': 'XGL', 'display_address': ['53 Northcote Road', 'London SW11 1NJ', 'United Kingdom']}",Byron,+442079785522,££,3.5,11,[],https://www.yelp.com/biz/byron-london-17?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
47,laughing-halibut-london,"[{'alias': 'fishnchips', 'title': 'Fish & Chips'}]","{'latitude': 51.4966544699782, 'longitude': -0.133777235475182}",+44 20 7799 2844,1805.556069505154,JJTlY7F3S9tiiO-eIeCL6g,https://s3-media2.fl.yelpcdn.com/bphoto/MBM1we-BGvJxxDHyufu10A/o.jpg,False,"{'address1': '38 Strutton Ground', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'SW1P 2HR', 'country': 'GB', 'state': 'XGL', 'display_address': ['38 Strutton Ground', 'London SW1P 2HR', 'United Kingdom']}",Laughing Halibut,+442077992844,£,4.0,196,[],https://www.yelp.com/biz/laughing-halibut-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
48,the-albert-arms-london,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]","{'latitude': 51.497408129086, 'longitude': -0.10391774390391}",+44 20 7928 8224,2803.5311342779564,EBgsBNtjU4jj6RjOq3DfJA,https://s3-media1.fl.yelpcdn.com/bphoto/L3_FpoyLXwMTo5aBVFM57A/o.jpg,False,"{'address1': '1 Gladstone Street', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'SE1 6EY', 'country': 'GB', 'state': 'XGL', 'display_address': ['1 Gladstone Street', 'London SE1 6EY', 'United Kingdom']}",The Albert Arms,+442079288224,££,4.5,17,[],https://www.yelp.com/biz/the-albert-arms-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
49,comptoir-gascon-london,"[{'alias': 'french', 'title': 'French'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.5192574, 'longitude': -0.103499}",+44 20 7608 0851,2364.5662823228654,AyDH3j6yrUkZiPHSOOojHg,https://s3-media3.fl.yelpcdn.com/bphoto/RWVFc8fEUQjKoVLra5DIvg/o.jpg,False,"{'address1': '61-63 Charterhouse Street', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'EC1M 6HJ', 'country': 'GB', 'state': 'XGL', 'display_address': ['61-63 Charterhouse Street', 'London EC1M 6HJ', 'United Kingdom']}",Comptoir Gascon,+442076080851,££,4.0,20,[],https://www.yelp.com/biz/comptoir-gascon-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
0,builders-arms-london,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]","{'latitude': 51.4994295095615, 'longitude': -0.188299279589993}",+44 20 7937 6213,3917.4513323577366,b7RW2pHBLX1gpSKCrIm4AQ,https://s3-media2.fl.yelpcdn.com/bphoto/erRrLb-RGC6EPIkV1qaF7g/o.jpg,False,"{'address1': '1 Kensington Court Place', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'W8 5BJ', 'country': 'GB', 'state': 'XGL', 'display_address': ['1 Kensington Court Place', 'London W8 5BJ', 'United Kingdom']}",Builders Arms,+442079376213,££,4.0,56,[],https://www.yelp.com/biz/builders-arms-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
1,byron-london-20,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.513901, 'longitude': -0.095135}",+44 20 7236 1855,2827.2870092398393,yxcIWsggB_pNpTe4sldl9w,https://s3-media4.fl.yelpcdn.com/bphoto/oxLIS2aHgDbtD-4-oJ-nkA/o.jpg,False,"{'address1': '17 Upper Cheapside Passage', 'address2': 'One New Change', 'address3': '', 'city': 'London', 'zip_code': 'EC4M 9BX', 'country': 'GB', 'state': 'XGL', 'display_address': ['17 Upper Cheapside Passage', 'One New Change', 'London EC4M 9BX', 'United Kingdom']}",Byron,+442072361855,££,3.5,18,[],https://www.yelp.com/biz/byron-london-20?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
2,the-kings-head-london-8,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}]","{'latitude': 51.4933785714065, 'longitude': -0.192608185150107}",+44 20 7373 5239,4478.486765996878,1ukNMECwNpEuUdAhj2jGTQ,https://s3-media3.fl.yelpcdn.com/bphoto/CGMyWO7dJ4k_HPCBtv_CbQ/o.jpg,False,"{'address1': '17 Hogarth Place', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'SW5 0QT', 'country': 'GB', 'state': 'XGL', 'display_address': ['17 Hogarth Place', 'London SW5 0QT', 'United Kingdom']}",The King's Head,+442073735239,££,4.0,37,[],https://www.yelp.com/biz/the-kings-head-london-8?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
3,the-diner-london,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'diners', 'title': 'Diners'}]","{'latitude': 51.513092, 'longitude': -0.139133}",+44 20 7287 8962,226.8015214336331,hpwZmD5awSFpjOWXgXP2NQ,https://s3-media2.fl.yelpcdn.com/bphoto/Kq-Yh2IAnvSgJCQPp3VGfw/o.jpg,False,"{'address1': '18 Ganton Street', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'W1F 7BU', 'country': 'GB', 'state': 'XGL', 'display_address': ['18 Ganton Street', 'London W1F 7BU', 'United Kingdom']}",The Diner,+442072878962,££,3.0,94,[],https://www.yelp.com/biz/the-diner-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
4,bens-canteen-london-2,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}]","{'latitude': 51.4401318, 'longitude': -0.1871071}",+44 20 8944 0452,8826.386042882554,tA8TnvTijMhpubZ62LYINw,https://s3-media3.fl.yelpcdn.com/bphoto/ifSkT9iFoQmKoya7lSQkLQ/o.jpg,False,"{'address1': '422 Garratt Lane', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'SW18 4HW', 'country': 'GB', 'state': 'XGL', 'display_address': ['422 Garratt Lane', 'London SW18 4HW', 'United Kingdom']}",Ben's Canteen,+442089440452,,3.5,3,[],https://www.yelp.com/biz/bens-canteen-london-2?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
5,carpenters-arms-london-3,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 51.523959386643, 'longitude': -0.067309584978472}",+44 20 7739 6342,4908.213735114037,NsW-FrgdMkt41DfhtZlYtA,https://s3-media2.fl.yelpcdn.com/bphoto/oyGDY87m_5GNem9FdcjnjA/o.jpg,False,"{'address1': '73 Cheshire Street', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'E2 6EG', 'country': 'GB', 'state': 'XGL', 'display_address': ['73 Cheshire Street', 'London E2 6EG', 'United Kingdom']}",Carpenter's Arms,+442077396342,££,4.5,50,[],https://www.yelp.com/biz/carpenters-arms-london-3?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
6,regency-café-london-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'british', 'title': 'British'}]","{'latitude': 51.4940143171, 'longitude': -0.13222007974201}",+44 20 7821 6596,2108.732795587357,YNduANMPzIVE8CzBH7YjEQ,https://s3-media3.fl.yelpcdn.com/bphoto/HIbQ8iAjJLL8ofJBLKXJDA/o.jpg,False,"{'address1': '17-19 Regency Street', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'SW1P 4BY', 'country': 'GB', 'state': 'XGL', 'display_address': ['17-19 Regency Street', 'London SW1P 4BY', 'United Kingdom']}",Regency Café,+442078216596,£,4.5,370,[],https://www.yelp.com/biz/regency-caf%C3%A9-london-2?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
7,tinseltown-hampstead-london,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'milkshakebars', 'title': 'Milkshake Bars'}]","{'latitude': 51.5593157, 'longitude': -0.1782499}",+44 20 7435 2396,5938.790907598759,SDciNZGwHFsaJllmqUL6FQ,https://s3-media4.fl.yelpcdn.com/bphoto/Djxu2cW9ad-g-sWL2hDRXw/o.jpg,False,"{'address1': '104 Heath Street', 'address2': 'Hampstead', 'address3': '', 'city': 'London', 'zip_code': 'NW3 1DR', 'country': 'GB', 'state': 'XGL', 'display_address': ['104 Heath Street', 'Hampstead', 'London NW3 1DR', 'United Kingdom']}",Tinseltown Hampstead,+442074352396,£,3.0,20,[],https://www.yelp.com/biz/tinseltown-hampstead-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
8,the-beautiful-burger-company-enfield,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.6537173, 'longitude': -0.0896936}",+44 7557 523907,15988.10375496585,TymwO_q2JtgB4MMVwOw8Mg,,False,"{'address1': '3 Windmill HIll', 'address2': '', 'address3': '', 'city': 'Enfield', 'zip_code': 'EN2 6SE', 'country': 'GB', 'state': 'XGL', 'display_address': ['3 Windmill HIll', 'Enfield EN2 6SE', 'United Kingdom']}",The Beautiful Burger Company,+447557523907,,4.0,1,[],https://www.yelp.com/biz/the-beautiful-burger-company-enfield?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
9,westminster-kitchen-grill-house-london,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 51.5009144150294, 'longitude': -0.118238814175129}",+44 7525 185288,1805.732695580254,BBlgNo3BuNVhjOh75MJo9A,https://s3-media1.fl.yelpcdn.com/bphoto/ufxMiw8sIfDss-v9lCsnHw/o.jpg,False,"{'address1': '3a Belvedere Road', 'address2': '', 'address3': None, 'city': 'London', 'zip_code': 'SE1 7GQ', 'country': 'GB', 'state': 'XGL', 'display_address': ['3a Belvedere Road', 'London SE1 7GQ', 'United Kingdom']}",Westminster Kitchen Grill House,+447525185288,££,3.0,50,[],https://www.yelp.com/biz/westminster-kitchen-grill-house-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
10,silk-and-grain-london,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'steak', 'title': 'Steakhouses'}]","{'latitude': 51.5132561, 'longitude': -0.0864115}",+44 20 7929 1378,3433.634845828362,oY8i1_Kfb9OiiC8Yky2Vcw,https://s3-media1.fl.yelpcdn.com/bphoto/UvmIJoW1nG9A8mFN_kvrlg/o.jpg,False,"{'address1': '33 Cornhill', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'EC3V 3ND', 'country': 'GB', 'state': 'XGL', 'display_address': ['33 Cornhill', 'London EC3V 3ND', 'United Kingdom']}",Silk & Grain,+442079291378,££,4.5,3,[],https://www.yelp.com/biz/silk-and-grain-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
11,hawksmoor-guildhall-london-2,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'british', 'title': 'British'}]","{'latitude': 51.5155006968868, 'longitude': -0.0908641121643541}",+44 20 7397 8120,3134.3362758475205,XgU_CX_G1zzCXCe1IV7I6g,https://s3-media2.fl.yelpcdn.com/bphoto/uGolmbeomVEuVFkeU92xMg/o.jpg,False,"{'address1': '10 Basinghall Street', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'EC2V 5BQ', 'country': 'GB', 'state': 'XGL', 'display_address': ['10 Basinghall Street', 'London EC2V 5BQ', 'United Kingdom']}",Hawksmoor Guildhall,+442073978120,£££,4.0,49,[],https://www.yelp.com/biz/hawksmoor-guildhall-london-2?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
12,big-dirty-burger-london,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': None, 'longitude': None}",,1130.796998857605,_evkDMvlW9P2WzJBP6FeoQ,,False,"{'address1': '', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': '', 'country': 'GB', 'state': 'XGL', 'display_address': ['London', 'United Kingdom']}",Big Dirty Burger,,,5.0,1,[],https://www.yelp.com/biz/big-dirty-burger-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
13,caledonian-kebab-and-burgers-london,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.5431, 'longitude': -0.117552}",+44 20 7609 2576,3598.0277942905495,iidr4QLXj6liN6Y5_SUQ9A,https://s3-media1.fl.yelpcdn.com/bphoto/Np2Yb-ta0q2zdUIe1nsmwQ/o.jpg,False,"{'address1': '355 Caledonian Road', 'address2': None, 'address3': None, 'city': 'London', 'zip_code': 'N7 9DQ', 'country': 'GB', 'state': 'XGL', 'display_address': ['355 Caledonian Road', 'London N7 9DQ', 'United Kingdom']}",Caledonian Kebab and Burgers,+442076092576,£,4.0,1,[],https://www.yelp.com/biz/caledonian-kebab-and-burgers-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
14,leon-london-24,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 51.5181934739578, 'longitude': -0.132207152610894}",+44 20 7580 2666,649.7965296781007,4DNAAFyOz3nWl1OOCPxgOw,https://s3-media4.fl.yelpcdn.com/bphoto/DyXna-oY26VIemyc8RgqkA/o.jpg,False,"{'address1': '101 Tottenham Court Road', 'address2': None, 'address3': '', 'city': 'London', 'zip_code': 'W1T 4TT', 'country': 'GB', 'state': 'XGL', 'display_address': ['101 Tottenham Court Road', 'London W1T 4TT', 'United Kingdom']}",Leon,+442075802666,£,4.0,9,[],https://www.yelp.com/biz/leon-london-24?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
15,gaza-london-2,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'korean', 'title': 'Korean'}]","{'latitude': 51.5138914, 'longitude': -0.1309872}",,363.32162841189006,kw9h3uGixN2bibZVQAVmCA,https://s3-media3.fl.yelpcdn.com/bphoto/UpD80BHZ0WpV1iOzibzK1g/o.jpg,False,"{'address1': '47 Greek St', 'address2': '', 'address3': None, 'city': 'London', 'zip_code': 'W1D 4EE', 'country': 'GB', 'state': 'XGL', 'display_address': ['47 Greek St', 'London W1D 4EE', 'United Kingdom']}",Gaza,,,4.5,4,[],https://www.yelp.com/biz/gaza-london-2?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
16,donostia-london,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]","{'latitude': 51.514732, 'longitude': -0.160959}",+44 20 3620 1845,1746.3482926693198,oERtgNeSaDE0XRPmGEP4uQ,https://s3-media1.fl.yelpcdn.com/bphoto/KKFwj9JB4y2YTMxrulnr5g/o.jpg,False,"{'address1': '10 Seymour Place', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'W1H 7ND', 'country': 'GB', 'state': 'XGL', 'display_address': ['10 Seymour Place', 'London W1H 7ND', 'United Kingdom']}",Donostia,+442036201845,£££,4.5,39,[],https://www.yelp.com/biz/donostia-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
17,nanashi-london,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 51.5260267979835, 'longitude': -0.0825094431638718}",+44 20 7686 0010,3978.2806314307168,-M_34JGwQgILAeHNxj8VyA,https://s3-media4.fl.yelpcdn.com/bphoto/kDOJ49xrgU8b18bQOQXNTg/o.jpg,False,"{'address1': '14 Rivington Street', 'address2': '', 'address3': None, 'city': 'London', 'zip_code': 'EC2A 3DU', 'country': 'GB', 'state': 'XGL', 'display_address': ['14 Rivington Street', 'London EC2A 3DU', 'United Kingdom']}",Nanashi,+442076860010,,5.0,4,[],https://www.yelp.com/biz/nanashi-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
18,the-garrison-london,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]","{'latitude': 51.500646, 'longitude': -0.08159}",+44 20 7089 9355,3989.2901215567895,nVMVXywZjvDBkPPR_uqhUA,https://s3-media3.fl.yelpcdn.com/bphoto/vw8RskBXwmZrzT4U2LGQ_w/o.jpg,False,"{'address1': '99 Bermondsey Street', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'SE1 3XB', 'country': 'GB', 'state': 'XGL', 'display_address': ['99 Bermondsey Street', 'London SE1 3XB', 'United Kingdom']}",The Garrison,+442070899355,££,4.0,100,[],https://www.yelp.com/biz/the-garrison-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
19,the-albany-london,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]","{'latitude': 51.5233661, 'longitude': -0.1439381}",+44 20 7387 0221,1294.6692885464288,hc4nquaSfYib8oNJpiqu4Q,https://s3-media2.fl.yelpcdn.com/bphoto/cBEkTN9wQLCZDi_GXOLEDw/o.jpg,False,"{'address1': '240 Great Portland Street', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'W1W 5QU', 'country': 'GB', 'state': 'XGL', 'display_address': ['240 Great Portland Street', 'London W1W 5QU', 'United Kingdom']}",The Albany,+442073870221,££,3.5,40,[],https://www.yelp.com/biz/the-albany-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
20,flaming-cow-london,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 51.5118675231934, 'longitude': -0.305635988712311}",+44 20 8566 4141,11749.297306708228,_URhwWpiXzf-xZj3sZgD2g,,False,"{'address1': '29 Bond St', 'address2': '', 'address3': None, 'city': 'London', 'zip_code': 'W5 5AS', 'country': 'GB', 'state': 'XGL', 'display_address': ['29 Bond St', 'London W5 5AS', 'United Kingdom']}",Flaming Cow,+442085664141,,5.0,1,[],https://www.yelp.com/biz/flaming-cow-london?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
21,five-guys-london-22,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 51.507212, 'longitude': -0.223254}",+44 20 8740 7290,5811.115813732382,1wdvk0yHzl4iFm2cIt6Rvg,https://s3-media2.fl.yelpcdn.com/bphoto/J3fom3fsNZlm5VTNKdF9nw/o.jpg,False,"{'address1': 'Lower Mall Westfield', 'address2': 'White City', 'address3': '', 'city': 'London', 'zip_code': 'W12 7GD', 'country': 'GB', 'state': 'XGL', 'display_address': ['Lower Mall Westfield', 'White City', 'London W12 7GD', 'United Kingdom']}",Five Guys,+442087407290,££,5.0,2,[],https://www.yelp.com/biz/five-guys-london-22?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
22,the-crown-and-sceptre-london-2,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}]","{'latitude': 51.4979662, 'longitude': -0.20744}",+44 20 7603 2007,5217.735026982817,GD4LetX9pdn3fvDigFPjiA,https://s3-media1.fl.yelpcdn.com/bphoto/cnbPjtciR0zQTaPIR9uMuA/o.jpg,False,"{'address1': '34 Holland Road', 'address2': '', 'address3': '', 'city': 'London', 'zip_code': 'W14 8BA', 'country': 'GB', 'state': 'XGL', 'display_address': ['34 Holland Road', 'London W14 8BA', 'United Kingdom']}",The Crown and Sceptre,+442076032007,££,4.5,16,[],https://www.yelp.com/biz/the-crown-and-sceptre-london-2?adjust_creative=kCJzsnK_Zb_iwf5c9JgXcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=kCJzsnK_Zb_iwf5c9JgXcg
